Código;Produto;Valor Unitário
16031176;ANEL SHINKO IND/DESCM40201POS38;0
16031177;DEDO SHINKO IND/DESCM40201POS481;0
16031178;DEDO SHINKO IND/DESCM40201POS482;0
16031179;ASSENTO SHINKO IND/DESCM40201POS54A1;0
16031180;ANEL SHINKO IND/DESCM40201POS54A2;0
16031181;VEDACAO SHINKO IND/DESCM40201POS54A3;0
16031182;ANEL SHINKO IND/DESCM40201POS54A4;0
16031183;ANEL SHINKO IND/DESCM40201POS54A5;0
16031184;MOLA SHINKO IND/DESCM40201POS54A6;0
16031185;ASSENTO SHINKO IND/DESCM40201POS54B1;0
16031186;ANEL SHINKO IND/DESCM40201POS54B2;0
16031187;VEDACAO SHINKO IND/DESCM40201POS54B3;0
16031188;ANEL SHINKO IND/DESCM40201POS54B4;0
16031189;ANEL SHINKO IND/DESCM40201POS54B5;0
16031190;MOLA SHINKO IND/DESCM40201POS54B6;0
16031191;ANEL SHINKO IND/DESCM40201POS57;0
16031192;ANEL ELASTICO DESCM40201POS701;0
16031193;ANEL SHINKO IND/DESCM40201POS702;0
16031194;ANEL ELASTICO DESCM40201POS703;0
16031195;TAMPA SHINKO IND/DESCM40201POS1461;0
16031196;TAMPA SHINKO IND/DESCM40201POS1462;0
16031197;PORCA SHINKO IND/DESCM40201POS353;0
16031198;ARRUELA SHINKO IND/DESCM40201POS354;0
16031199;ANEL SHINKO IND/DESCM40201POS372;0
16031200;SUPORTE SHINKO IND/DESCM40202A5MPOS401;0
16031201;CAIXA ROLAMENTO DESCM40202A5MPOS402;0
16031202;CAIXA ROLAMENTO DESCM40202A5MPOS403;0
16031203;TAMPA SHINKO IND/DESCM40202A5MPOS404;0
16031204;CAIXA SHINKO IND/DESCM40202A5MPOS405;0
16031205;GLANDULA SHINKO IND/DESCM40202A5MPOS406;0
16031206;DEDO SHINKO IND/DESCM40202A5MPOS407;0
16031207;TAMPA/VEDACAO CJ DESCM40202A5MPOS408;0
16031208;ANEL SHINKO IND/DESCM40202A5MPOS409;0
16031209;ROLAMENTO SHINKO IND/DESCM40202A5MPOS411;0
16031210;ROLAMENTO SHINKO IND/DESCM40202A5MPOS412;0
16031211;ANEL SHINKO IND/DESCM40202A5MPOS413;0
16031212;ANEL SHINKO IND/DESCM40202A5MPOS414;0
16031213;GAXETA SHINKO IND/DESCM40202A5MPOS415;0
16031214;MANGA SHINKO IND/DESCM40202A5MPOS416;0
16031215;MANGA SHINKO IND/DESCM40202A5MPOS417;0
16031216;MANGA SHINKO IND/DESCM40202A5MPOS418A;0
16031217;MANGA SHINKO IND/DESCM40202A5MPOS418B;0
16031218;FLANGE SHINKO IND/DESCM40202A5MPOS419;0
16031219;FLANGE SHINKO IND/DESCM40202A5MPOS420;0
16031220;CUBO SHINKO IND/DESCM40202A5MPOS421;0
16031221;CUBO SHINKO IND/DESCM40202A5MPOS422;0
16031222;CUBO SHINKO IND/DESCM40202A5MPOS423A;0
16031223;CUBO SHINKO IND/DESCM40202A5MPOS423B;0
16031224;ANEL SHINKO IND/DESCM40202A5MPOS425;0
16031225;ANEL SHINKO IND/DESCM40202A5MPOS426;0
16031226;ANEL SHINKO IND/DESCM40202A5MPOS427;0
16031227;ANEL SHINKO IND/DESCM40202A5MPOS428;0
16031228;ANEL SHINKO IND/DESCM40202A5MPOS429;0
16031229;TAMPA/VEDACAO CJ DESCM40202A5MPOS430;0
16031230;EIXO SHINKO IND/DESCM40202A5MPOS431;0
16031231;EIXO SHINKO IND/DESCM40202A5MPOS432;0
16031232;CHAVE SHINKO IND/DESCM40202A5MPOS433;0
16031233;ANEL ELASTICO DESCM40202A5MPOS434;0
16031234;FOLE SHINKO IND/DESCM40202A5MPOS435;0
16031235;VEDACAO SHINKO IND/DESCM40202A5MPOS436;0
16031236;VEDACAO SHINKO IND/DESCM40202A5MPOS437;0
16031237;PLACA SHINKO IND/DESCM40202A5MPOS439;0
16031238;FLANGE SHINKO IND/DESCM40202A5MPOS4391;0
16031239;PLUGUE SHINKO IND/DESCM40202A5MPOS440;0
16031240;PORCA SHINKO IND/DESCM40202A5MPOS441;0
16031241;ARRUELA SHINKO IND/DESCM40202A5MPOS443;0
16031242;ANEL ELASTICO DESCM40202A5MPOS445;0
16031243;TAMPA SHINKO IND/DESCM40202A5MPOS446;0
16031246;ANEL RETENCAO/PARAFUSO CM40201POS54A7;0
16031247;ANEL RETENCAO/PARAFUSO CM40201POS54B7;0
16031248;ARRUELA/PARAFUSO/PORCA CM40202A5MPOS424;0
16031249;SELO SHINKO IND/DESCM40202A5MPOS447;0
16031250;EIXO ZE00002349821783400010;0
16031251;DISCO ZE00002351021783447000;0
16031252;EIXO ZE00002224920433429080;0
16031255;COROA ZE00002350921783440030;0
16031256;PARAFUSO ZE00000831500196522150;0
16031257;ROLAMENTO ZE00000582700116208000;0
16031258;ANEL ZE00002333221703305000;0
16031259;PORCA ZE00003586300133137060;0
16031260;TAMPA ZE00002349121783375000;0
16031261;RETENTOR ZE00000143700043003830;0
16031262;ANEL O ZE00000403100072608750;0
16031263;ANEL ZE00000392200072573750;0
16031264;ARRUELA ZE00000943000261337300;0
16031265;PARAFUSO ZE00000845400196937300;0
16031266;TAMPA ZE00002325721693375000;0
16031267;RETENTOR ZE00000143800043004830;0
16031268;JUNTA ZE00000124400042500770;0
16031269;ANEL ELASTICO ZE00000987200265871170;0
16031270;DISCO ZE00003645600261659000;0
16031271;ARRUELA ZE00000979800265682170;0
16031272;PARAFUSO ZE00003612200196202150;0
16031273;PARAFUSO ZE00000845100196935300;0
16031274;JUNTA ZE00000171500045358700;0
16031275;DISCO ZE00002491931173497010;0
16031276;EIXO ZE00003692531173488010;0
16031277;PINO ZE00000931400261049030;0
16031278;ENGRENAGEM ZE00002491431173487010;0
16031279;ANEL O ZE00000377500072502830;0
16031280;PARAFUSO ZE00000794000191741800;0
16031290;LACO CAB AC LACOCBACOVEROPRO812MM105M;0
16031291;LACO CAB AC LACOCBACOVEROPRO814MM105M;0
16031292;LACO CAB AC 60M LACOCBACOVEROPRO810MM60M;0
16032585;SELO CJ AMPELMANN/A2840028;0
16032586;VALVULA AMPELMANN/A2840033;0
16032601;COMPRESSOR SEMI-HERMET 60HZ EFJ01010201;10185
16032607;MOLA WARTSILA/PCH1540TABLE52REF3;0
16032608;ROLAMENTO HAMWORTHY/PCH1540TABLE52REF16;0
16032609;ROLAMENTO HAMWORTHY/PCH1540TABLE52REF17;0
16032610;ESPACADOR HAMWORTHY/PCH1540TABLE52REF18;0
16032611;ROLAMENTO HAMWORTHY/PCH1540TABLE52REF20;0
16032612;ARRUELA HAMWORTHY/PCH1540TABLE52REF22;0
16032613;ARRUELA HAMWORTHY/PCH1540TABLE52REF24;0
16032614;ANEL HAMWORTHY/PCH1540TABLE52REF36;0
16032615;ANEL HAMWORTHY/PCH1540TABLE52REF37;0
16032616;ANEL HAMWORTHY/PCH1540TABLE52REF38;0
16032617;PINO HAMWORTHY/PCH1540TABLE52REF40;0
16032618;PARAFUSO HAMWORTHY/PCH1540TABLE52REF41;0
16032619;CONTRAPORC HAMWORTHY/PCH1540TABLE52REF42;0
16032620;GAIOLA HAMWORTHY/PCH1540TABLE52REF48;0
16032621;VALVULA HAMWORTHY/PCH1540TABLE52REF50;0
16032622;RANHURA HAMWORTHY/PCH1540TABLE52REF51;0
16032623;ANEL O HAMWORTHY/PCH1540TABLE52REF52;0
16032624;ESTAGIO HAMWORTHY/PCH1540TABLE52REF60;0
16032625;ANEL HAMWORTHY/PCH1540TABLE52REF62;0
16032626;ANEL HAMWORTHY/PCH1540TABLE52REF63;0
16032627;ESTAGIO HAMWORTHY/PCH1540TABLE52REF64;0
16032628;PARAFUSO HAMWORTHY/PCH1540TABLE52REF65;0
16032629;ESTAGIO HAMWORTHY/PCH1540TABLE52REF66;0
16032630;CIL CJ HAMWORTHY/PCH1540TABLE52REF67;0
16032631;ANEL O HAMWORTHY/PCH1540TABLE52REF71;0
16032632;ANEL O HAMWORTHY/PCH1540TABLE52REF72;0
16032633;VALVULA HAMWORTHY/PCH1540TABLE52REF75;0
16032634;RANHURA HAMWORTHY/PCH1540TABLE52REF76;0
16032635;ANEL O HAMWORTHY/PCH1540TABLE52REF77;0
16032636;GAXETA HAMWORTHY/PCH1540TABLE52REF90;0
16032637;GAXETA HAMWORTHY/PCH1540TABLE52REF92;0
16032638;PARAFUSO HAMWORTHY/PCH1540TABLE52REF94;0
16032639;GAXETA HAMWORTHY/PCH1540TABLE52REF100;0
16032640;PARAFUSO HAMWORTHY/PCH1540TABLE52REF101;0
16032641;GAXETA HAMWORTHY/PCH1540TABLE52REF105;0
16032642;PARAFUSO HAMWORTHY/PCH1540TABLE52REF106;0
16032643;GAXETA HAMWORTHY/PCH1540TABLE52REF111;0
16032644;SEPAR CJ HAMWORTHY/PCH1540TABLE52REF116;0
16032645;DRENO HAMWORTHY/PCH1540TABLE52REF123;0
16032646;DRENO HAMWORTHY/PCH1540TABLE52REF128;0
16032647;INTERRUP HAMWORTHY/PCH1540TABLE52REF140;0
16032648;ANEL O HAMWORTHY/PCH1540TABLE52REF141;0
16032649;PARAFUSO HAMWORTHY/PCH1540TABLE52REF142;0
16032650;ELEM FILTR HAMWORTHY/PCH1540TABLE52REFF2;0
16032651;MANOMETRO HAMWORTHY/PCH1540TABLE52REF284;0
16032652;MANOMETRO HAMWORTHY/PCH1540TABLE52REF285;0
16032842;ANEL WARTSILA/PCH1540TABLE52REF61;0
16032893;VALVULA P/HIDR ANG 90GR 250LB HM/HM552;1089,94
16032894;ABRACADEIRA FIMAQ/CESP48BSAC;0
16032896;ADAPTADOR FIMAQ/AD11/2BSPXFLS61AC;0
16032897;ADAPTADOR FIMAQ/AD1/2XFLS612AC;0
16032898;CABECA FIMAQ/FLS6124AC;0
16032899;CABECA FIMAQ/FLS6132X24AC;0
16032900;VALVULA FIMAQ/VR11/2AC;0
16032901;COTOVELO FIMAQ/AD9012SX1/4NPTSS;0
16032906;CORRENTE MECANAVI/714101004;22500
16032907;CHAPA MECANAVI/714101005;12550
16032967;FIVELA SUPER CINTA 19MM -POLIESTER;0
16032970;BUCHA SORMEC/SV162023020B;0
16032971;PIN KIT 1 SORMEC;0
16032972;ESPACADOR SORMEC/0121TO041TS*NAO USAR*;0
16032973;PINO SORMEC/0121TO041P7 **NÃO USAR**;0
16032974;GUIA CJ SORMEC/0121BZ050RG;0
16032975;PIN KIT 2 SORMEC;0
16032976;ESPACADOR SORMEC/0121BZ050TS;0
16032977;PINO SORMEC/0121BZ030PA**NAO USAR**;0
16032978;PORCA SORMEC/0121BZ070GN70;0
16032979;ROLAMENTO SORMEC/0121BZ070BR;0
16032980;ROLDANA SORMEC/0121BZ060;0
16032981;BUCHA SORMEC/0121BZ070B;0
16032982;PLACA SORMEC/0121BZ030LP**NAO USAR**;0
16032983;PIN KIT 3 SORMEC;0
16032984;GANCHO SORMEC/0121BZ011HK;0
16032985;GANCHO SORMEC/0121ZV011HK;0
16032997;ANEL;0
16032998;ROLAMENTO FIX ESF 25X62X17MM AC 6305DU;83,6
16033007;ACOPLAMENTO FLEX 19MM 94MM NEWTEC/AN49;1012,36
16033033;POLIA CORR V SPB 3 CAN FFC 140MM 50MM;108,8
16033034;POLIA CORR V SPB 3 CAN FFC 212MM 65MM;120,23
16033047;MORSA BANC FFN FIX 305MM MANIV C/4 PARAF;2499
16033057;FILTRO P/FILT ATLAS COPCO/8102372413;0
16033058;ELEMENTO FILT CJ ATLAS COPCO/2901207956;0
16033059;ADAPTADOR P/FILT DREN 3030ADAPTADORDRENO;0
16033060;PORCA P/FILT DREN 3040PORCADRENAGEM;0
16033061;ANEL O P/FILT FILT ATLAS COPCO/3050ANELO;0
16033062;JUNTA P/FILT ATLAS COPCO/4010JUNTASELO;0
16033063;PARAFUSO P/FILT FILT ATLAS COPCO/4020;0
16033064;TAMPA P/FILT ATLAS COPCO/4040TAMPA;0
16033065;PARAFUSO P/FILT FILT ATLAS COPCO/4050;0
16033069;CABECOTE P/FILT FILT ATLAS COPCO/1010;0
16033070;CAIXA P/FILT 1020TIGELAFILTRO;0
16033071;DECALQUE P/FILT 1040DECALQUETIGELA;0
16033072;ELEMENTO FILT AR ATLAS COPCO/2010;0
16033073;ANEL O P/FILT FILT ATLAS COPCO/2020;0
16033074;DRENAGEM CJ P/FILT AUTOMAT 1629403500;0
16033075;DRENO P/FILT AUTO FILT ATLAS COPCO/3010;0
16033076;ANEL O P/FILT 3020ANELODRENAGEM;0
16033077;MANOMETRO CJ P/FILT PR DIF 1629403520;0
16033078;ANEL O P/FILT FILT ATLAS COPCO/4030ANELO;0
16033079;FITA P/FILT ATLAS COPCO/1030BANDEIRAAZUL;0
16033099;VENTILADOR CJ HYUNDAI/HLZ450;0
16033100;POLIA HYUNDAI/SPB1403;0
16033101;POLIA HYUNDAI/SPB2123;0
16033102;CORREIA HYUNDAI/SPB1930;0
16033107;SENSOR SASAKURA/KRV22N;0
16033108;VALVULA SASAKURA/MHB2525;0
16033109;AQUECEDOR SASAKURA/4Y5437;0
16033110;VALVULA SASAKURA/AL24JIS5K50ASMT5A;0
16033111;VALVULA SASAKURA/CTNE;0
16033112;FILTRO SASAKURA/SUS304ITEM4;0
16033113;PLACA SASAKURA/PLACAPARTICAOSS400ITEM5;0
16033114;CARTUCHO SASAKURA/SMT5AITEM6;0
16033115;MANOMETRO SASAKURA/SMT5AITEM10;0
16033116;VALVULA SASAKURA/SMT5AITEM13;0
16033117;VALVULA SASAKURA/SMT5AITEM14;0
16033118;VALVULA SASAKURA/SMT5AITEM15;0
16033119;TORNEIRA SASAKURA/SMT5AITEM16;0
16033120;BUJAO SASAKURA/SMT5AITEM17;0
16033121;VALVULA SASAKURA/VALVULAF84X3KGCM2ITEM19;0
16033122;ALARME DECKMA/ALARMEOMD2005;0
16033123;DESSECANTE DECKMA/65550;0
16033124;ESCOVA DECKMA/30102;0
16033125;ANEL O CJ DECKMA/75775;0
16033126;FUSIVEL DECKMA/40107;0
16033127;FUSIVEL DECKMA/40105;0
16033128;CELULA DECKMA/75500;0
16033130;ALARME FELLOW KOGYO/FOCAS1500C;0
16033159;CONECTOR SORMEC/M330SA0121LS;0
16033191;PAINEL ATLAS COPCO/1028871012;15026,3
16033192;PAINEL ATLAS COPCO/1028873520;7889,43
16033193;TETO ATLAS COPCO/1028871037;0
16033194;DEFLETOR ATLAS COPCO/1028871058;1651,98
16033195;DEFLETOR ATLAS COPCO/1028871059;0
16033196;DEFLETOR CJ ATLAS COPCO/1028871555;0
16033197;DEFLETOR CJ ATLAS COPCO/1028871550;0
16033198;FILTRO ATLAS COPCO/1028850180;1602,77
16033200;ROLAMENTO FIX ESF 80X170X39MM AC 6316ZC3;0
16033389;GUINDASTE MARITIMO PALFINGER/PSM180022M;0
16033418;RADIADOR AMERICAN IND/AOM20S;0
16033433;GUINDASTE HIDR MADAL/PSM180022M*NAO USAR;0
16033437;ANEL PRESSUREJET/FPG375019;0
16033438;BUCHA PRESSUREJET/FPG375021;0
16033439;FLANGE PRESSUREJET/FPG375033;0
16033441;PORCA PRESSUREJET/FPG375034;0
16033474;ANEL PRESSUREJET/FPG375018;0
16033475;TAMPA PRESSUREJET/FPG375023;0
16033487;LANCA GUIND.INTER.20' RCM/G40030207;258750
16033488;LANCA GUINDASTE DE PÉ.20' RCM/G40030041;327994,2
16033507;CUBO PROMINAS/77003;0
16033508;PARAFUSO PROMINAS/7269;0
16033509;ARRUELA PROMINAS/12415;0
16033510;SEDE PROMINAS/75750;0
16033511;POLIA PROMINAS/140626;0
16033512;CORREIA PROMINAS/21825;0
16033513;POLIA PROMINAS/76971;0
16033514;MOLA PROMINAS/80711;0
16033515;PARAFUSO PROMINAS/132822;0
16033516;ANEL PROMINAS/6079;0
16033517;BUJAO PROMINAS/20457;0
16033518;PRISIONEIRO PROMINAS/79250;0
16033519;PRISIONEIRO PROMINAS/79267;0
16033520;PRISIONEIRO PROMINAS/79236;0
16033521;PORCA PROMINAS/81014;0
16033522;JUNTA PROMINAS/24666;0
16033523;ARRUELA PROMINAS/49532;0
16033524;PORCA PROMINAS/80951;0
16033525;PRISIONEIRO PROMINAS/79205;0
16033526;PORCA PROMINAS/80968;0
16033527;ARRUELA PROMINAS/168;0
16033528;PORCA PROMINAS/81007;0
16033529;ARRUELA PROMINAS/199;0
16033530;ENGRAXADEIRA PROMINAS/23887;0
16033531;PORCA PROMINAS/132066;0
16033532;PORCA PROMINAS/80975;0
16033533;TAMPA PROMINAS/76008;0
16033534;PRISIONEIRO PROMINAS/47998;0
16033535;PORCA PROMINAS/257;0
16033536;PARAFUSO PROMINAS/6815;0
16033537;PARAFUSO PROMINAS/48;0
16033538;ARRUELA PROMINAS/24;0
16033539;RETENTOR PROMINAS/295;0
16033540;PINO PROMINAS/76197;0
16033541;PARAFUSO PROMINAS/7334;0
16033542;PORCA PROMINAS/11674;0
16033543;PARAFUSO PROMINAS/7409;0
16033544;PLAQUETA PROMINAS/80879;0
16033545;BUJAO PROMINAS/466;0
16033546;VISOR PROMINAS/1687;0
16033547;ARAME PROMINAS/1290;0
16033548;ARRUELA PROMINAS/56233;0
16033549;PARAFUSO PROMINAS/76217;0
16033550;DISPOSITIVO PROMINAS/81418;0
16033558;CONTRAPINO PROMINAS/16206;0
16033559;PISTAO PROMINAS/139893;0
16033560;CAMISA PROMINAS/135296;0
16033561;BALAO PROMINAS/129769;0
16033567;CHAPA CATERPILLAR/5S2433;0
16033586;OBTURADOR P/TUB MEC AC GV ERFI/3432920;316,28
16033587;OBTURADOR P/TUB MEC AC GV ERFI/3432930;322,72
16033588;OBTURADOR P/TUB MEC AC GV ERFI/3433000;289,61
16033589;OBTURADOR P/TUB MEC AC GV ERFI/3434000;281,33
16033590;OBTURADOR P/TUB MEC AC GV ERFI/3436000;289,61
16033591;OBTURADOR P/TUB MEC AC GV ERFI/3437000;291,14
16033592;OBTURADOR P/TUB MEC AC GV ERFI/3438000;350,93
16033593;OBTURADOR P/TUB MEC AC GV ERFI/3439000;273,66
16033594;OBTURADOR P/TUB MEC AC GV ERFI/3440000;767,3
16033595;OBTURADOR P/TUB MEC AC GV ERFI/3441000;419,3
16033596;OBTURADOR P/TUB MEC AC GV ERFI/3442000;0
16033597;OBTURADOR P/TUB MEC AC GV ERFI/3444000;0
16033598;OBTURADOR P/TUB MEC AC GV ERFI/3446000;0
16033599;OBTURADOR P/TUB MEC AC GV ERFI/3448000;0
16033612;OC05 DUOLEX PUMP (W/FLUID LEVEL) MOCS;0
16033613;ELECTRIC MOTOR 15-20 HP MOCS;0
16033616;PNEUMATIC OPERATED PUMP 8 1/2;0
16033677;MANGUEIRA CJ MACGREGOR/177618;0
16033678;MANGUEIRA CJ MACGREGOR/178036;0
16033693;ROLAMENTO FIX ESF 1 CAR 45X75X16MM 6009Z;72
16033825;ACOPLAMENTO FLEX VULKAN/1K34154DA2C;0
16033833;AQUECEDOR INDUT P/ROLAM/ENGR 20-150MM;26308,3
16033835;PARAFUSO CUMMINS/5306236;0
16033836;ALTERNADOR CUMMINS/4381503;0
16033837;PARAFUSO CUMMINS/5306243;0
16033838;PLUGUE CUMMINS/4931643;0
16033839;PARAFUSO/ARRUELA CJ CUMMINS/5306234;0
16033840;JUNTA CUMMINS/173368S;0
16033841;PLUGUE CUMMINS/4933532;0
16033842;EIXO CUMMINS/4089326;0
16033843;COLETOR CUMMINS/3064242;0
16033844;PARAFUSO CUMMINS/S1326;0
16033845;JUNTA CUMMINS/4009319;0
16033846;ACOPLAMENTO CUMMINS/3352465;0
16033847;NUCLEO CUMMINS/3968805;0
16033848;CARTER CUMMINS/4056356;0
16033849;CABECA CUMMINS/3050418RX;0
16033850;PISTAO CUMMINS/3095742;0
16033851;VIRABREQUIM CUMMINS/3648618;0
16033852;ROLAMENTO CUMMINS/3650915;0
16033853;ROLAMENTO CUMMINS/3650905;0
16033854;ROLAMENTO CUMMINS/3650920;0
16033855;ROLAMENTO CUMMINS/3650910;0
16033856;ROLAMENTO CUMMINS/3650916;0
16033857;ROLAMENTO CUMMINS/3650917;0
16033858;ROLAMENTO CUMMINS/3650912;0
16033859;ROLAMENTO CUMMINS/3650918;0
16033860;ROLAMENTO CUMMINS/3650923;0
16033861;ROLAMENTO CUMMINS/3650913;0
16033862;ROLAMENTO CUMMINS/3650924;0
16033863;MANGUEIRA CUMMINS/5375708;0
16033864;VENTILADOR CUMMINS/5372097;0
16033865;ALAVANCA CUMMINS/5372095;0
16033866;MANGUEIRA CUMMINS/3649464;0
16033867;JUNTA CUMMINS/5542669;0
16033868;SENSOR CUMMINS/5594378;0
16033869;SENSOR CUMMINS/5594276;0
16033870;SENSOR CUMMINS/2894868;0
16033871;ABRACADEIRA CUMMINS/5375028;0
16033872;ROLAMENTO CUMMINS/3650900;0
16033873;ROLAMENTO CUMMINS/3650902;0
16033874;ROLAMENTO CUMMINS/3650904;0
16033875;JUNTA CUMMINS/5373849;0
16033876;TERMOSTATO CUMMINS/3651379;0
16033877;JUNTA CUMMINS/5540851;0
16033878;ESPACADOR CUMMINS/5372868;0
16033879;SENSOR CUMMINS/2897331;0
16033953;TUBO ISOL TERM PE 3/8POL 2000MM;0
16033996;MEDIDOR ANALOG ANG 360GR FACOM/DM370;0
16033997;TORQUIMETRO MEC LUM 1POL HOR FACOM/M201B;0
16034005;ADAPTADOR MACH/FEM INOX PARKER/44F6XSS;0
16034006;ADAPTADOR MACH/FEM INOX PARKER/66F6XSS;0
16034007;ADAPTADOR MACH/FEM INOX PARKER/88F6XSS;0
16034008;ADAPTADOR MACH/FEM 3/4NPT PARKER/12F6XSS;0
16034021;OLHAL SOLDÁVEL PARA HELIDECK;0
16034025;ADAPTADOR DIG P/TORQ HOR FACOM/E506340S;0
16034026;ADAPTADOR MACH/FEM PARKER/81/2F5OGSS;0
16034027;ADAPTADOR MACH/FEM 1NPTF PARKER/16F6XSS;0
16034028;ADAPTADOR MACH/FEM INOX PARKER/20F6XSS;0
16034029;ADAPTADOR MACH/FEM INOX PARKER/24F6XSS;0
16034030;ADAPTADOR MACH/FEM 2NPT PARKER/32F6XSS;0
16034031;CHAVE HIDRAULICA P/PERF POC ECKEL/414HS;0
16034156;MEDIDOR ANALOG ANG 360GR FACOM/DM360;0
16034164;ESCOVA CJ P/ESMER ESMER BOSCH/1607000V37;0
16034166;MANGUEIRA HIDR MONT 1/4POL TESS/8JQQ7S;0
16034167;MANGUEIRA HIDR MONT 1/4POL TESS/9E2RBN;0
16034168;MANGUEIRA HIDR MONT 1/4POL TESS/L3QUA1;0
16034173;MANGUEIRA HIDR MONT 1/4POL TESS/QDD1TK;0
16034174;MANGUEIRA HIDR MONT 1/4POL TESS/4V8ZTP;0
16034175;MANGUEIRA HIDR MONT 1/4POL TESS/ZRV62G;0
16034176;MANGUEIRA HIDR MONT 1/4POL TESS/H9CP7B;0
16034177;MANGUEIRA HIDR MONT 1/4POL TESS/BWFM5A;0
16034178;MANGUEIRA HIDR MONT 1/4POL TESS/HSHN78;0
16034179;MANGUEIRA HIDR MONT 1/4POL TESS/346SDF;0
16034180;MANGUEIRA HIDR MONT 1/4POL TESS/2R4KT1;0
16034181;MANGUEIRA HIDR MONT 1/4POL TESS/TJAS3L;0
16034182;MANGUEIRA HIDR MONT 1/4POL TESS/UHQKWD;0
16034183;MANGUEIRA HIDR MONT 1/4POL TESS/25N3XF;0
16034184;MANGUEIRA HIDR MONT 1/4POL TESS/Z6BUMM;0
16034185;MANGUEIRA HIDR MONT 1/4POL TESS/KLWBW7;0
16034187;MANGUEIRA HIDR MONT 1/4POL TESS/Y2JDZ5;0
16034188;MANGUEIRA HIDR MONT 1/4POL TESS/Z7MLQT;0
16034189;MANGUEIRA HIDR MONT 1/4POL TESS/FVVUUH;0
16034190;MANGUEIRA HIDR MONT 1/4POL TESS/HMF2ZG;0
16034191;MANGUEIRA HIDR MONT 1/4POL TESS/UACU64;0
16034192;MANGUEIRA HIDR MONT 1/4POL TESS/PJFN7T;0
16034193;MANGUEIRA HIDR MONT 1/4POL TESS/E7QPEQ;0
16034194;MANGUEIRA HIDR MONT 1/4POL TESS/GS4MBZ;0
16034195;MANGUEIRA HIDR MONT 1/4POL TESS/M1UURC;0
16034196;MANGUEIRA HIDR MONT 1/4POL TESS/41Q1JH;0
16034197;MANGUEIRA HIDR MONT 1/4POL TESS/G4JVDD;0
16034198;MANGUEIRA HIDR MONT 1/4POL TESS/FST2B2;0
16034199;MANGUEIRA HIDR MONT 1/4POL TESS/5FMQPN;0
16034200;MANGUEIRA HIDR MONT 1/4POL TESS/8WG2KW;0
16034202;MANGUEIRA HIDR MONT 1/4POL TESS/KFBLUZ;0
16034203;MANGUEIRA HIDR MONT 1/4POL TESS/HAFA5H;0
16034204;MANGUEIRA HIDR MONT 1/4POL TESS/X9FE8Y;0
16034205;MANGUEIRA HIDR MONT 1/4POL TESS/Y95NKQ;0
16034206;MANGUEIRA HIDR MONT 1/4POL TESS/RQDMF7;0
16034207;MANGUEIRA HIDR MONT 1/4POL TESS/GGF1TX;0
16034208;MANGUEIRA HIDR MONT 1/4POL TESS/LPWEE3;0
16034209;MANGUEIRA HIDR MONT 1/4POL TESS/JF84FX;0
16034210;MANGUEIRA HIDR MONT 1/4POL TESS/SF2RXS;0
16034211;MANGUEIRA HIDR MONT 1/4POL TESS/Z47E3V;0
16034212;MANGUEIRA HIDR MONT 1/4POL TESS/6M44NW;0
16034213;MANGUEIRA HIDR MONT 1/4POL TESS/DQ9LZA;0
16034214;MANGUEIRA HIDR MONT 1/4POL TESS/7C1VFD;0
16034215;MANGUEIRA HIDR MONT 1/4POL TESS/XHS2QC;0
16034216;MANGUEIRA HIDR MONT 1/4POL TESS/V98HDU;0
16034217;MANGUEIRA HIDR MONT 1/4POL TESS/EQXMA7;0
16034218;MANGUEIRA HIDR MONT 1/4POL TESS/78G75X;0
16034219;MANGUEIRA HIDR MONT 1/4POL TESS/TW3H8Z;0
16034220;MANGUEIRA HIDR MONT 1/4POL TESS/18HTWH;0
16034221;MANGUEIRA HIDR MONT 1/4POL TESS/VNRJ4M;0
16034222;MANGUEIRA HIDR MONT 1/4POL TESS/8Q42BS;0
16034223;MANGUEIRA HIDR MONT 1/4POL TESS/1WDWQG;0
16034224;MANGUEIRA HIDR MONT 1/4POL TESS/H78K2B;0
16034225;MANGUEIRA HIDR MONT 1/4POL TESS/EWA27L;0
16034226;MANGUEIRA HIDR MONT 1/4POL TESS/RB7SQ8;0
16034230;MANGUEIRA HIDR MONT 3/4POL TESS/BW3V5D;0
16034231;MANGUEIRA HIDR MONT 1/2POL TESS/YM3D34;0
16034232;MANGUEIRA HIDR MONT 1POL TESS/AVHEMB;0
16034233;MANGUEIRA HIDR MONT 1POL TESS/C9QPC5;0
16034234;MANGUEIRA HIDR MONT 3/4POL TESS/G8JMMZ;0
16034235;MANGUEIRA HIDR MONT 1/2POL TESS/XXNBSN;0
16034236;MANGUEIRA HIDR MONT 3/4POL TESS/13X366;0
16034237;MANGUEIRA HIDR MONT 3/4POL TESS/5N64MQ;0
16034238;MANGUEIRA HIDR MONT 3/4POL TESS/WMWKJX;0
16034239;MANGUEIRA HIDR MONT 3/4POL TESS/MQC3S4;0
16034240;MANGUEIRA HIDR MONT 3/4POL TESS/LDR1FL;0
16034241;MANGUEIRA HIDR MONT 3/4POL TESS/VURQ6P;0
16034242;MANGUEIRA HIDR MONT 3/4POL TESS/18WCKF;0
16034243;MANGUEIRA HIDR MONT 3/4POL TESS/FM6Y8K;0
16034244;MANGUEIRA HIDR MONT 3/4POL TESS/S4HV8N;0
16034245;MANGUEIRA HIDR MONT 3/4POL TESS/KXAR9G;0
16034246;MANGUEIRA HIDR MONT 3/4POL TESS/WQGGAP;0
